ID,name,shapefile,is_subregion_of,store_geotiff,store_length,cloud_correct,earliestdate,latestdate
GU,Guantao,/home/jules/MODIS_Service/shapefiles/guantao_chn.shp,NA,TRUE,NA,TRUE,2018-01-01,2018-01-15
