"OBJECTID","ID_0","ISO","NAME_ENGLISH","NAME_ISO","NAME_FAO","NAME_LOCAL","NAME_OBSOLETE","NAME_VARIANTS","NAME_NONLATIN","NAME_FRENCH","NAME_SPANISH","NAME_RUSSIAN","NAME_ARABIC","NAME_CHINESE","WASPARTOF","CONTAINS","SOVEREIGN","ISO2","WWW","FIPS","ISON","VALIDFR","VALIDTO","POP2000","SQKM","POPSQKM","UNREGION1","UNREGION2","DEVELOPING","CIS","Transition","OECD","WBREGION","WBINCOME","WBDEBT","WBOTHER","CEEAC","CEMAC","CEPLG","COMESA","EAC","ECOWAS","IGAD","IOC","MRU","SACU","UEMOA","UMA","PALOP","PARTA","CACM","EurAsEC","Agadir","SAARC","ASEAN","NAFTA","GCC","CSN","CARICOM","EU","CAN","ACP","Landlocked","AOSIS","SIDS","Islands","LDC"
1,122,"KGZ","Kyrgyzstan","KYRGYZSTAN","Kyrgyzstan","Kyrgyz Respublikasy","Kyrgyz SSR|Kyrgyz S.S.R.","","","Kirghizistan ","Kirguistán ","<U+041A><U+0438><U+0440><U+0433><U+0438><U+0437><U+0438><U+044F>","<U+0642><U+064A><U+0631><U+063A><U+064A><U+0632><U+0633><U+062A><U+0627><U+0646>","<U+5409><U+5C14><U+5409><U+65AF><U+65AF><U+5766> ","Soviet Union|Union of Soviet Socialist Republics|U.S.S.R.|USSR|CCCP|C.C.C.P.","","Kyrgyzstan","KG","","KG","417","19241014","Present","4920847","199340","24.685697802749072","Central Asia","Asia","1","1","","","Europe & Central Asia","Low income","Severely indebted","","","","","","","","","","","","","","","","","1","","","","","","","","","","","1","","","",""
